"代號","名稱","成交","最高","最低","漲跌價","漲跌幅","更新日期","3個月最高股價(元)","現距3個月高點跌幅","3個月最低股價(元)","現距3個月低點漲幅","半年最高股價(元)","現距半年高點跌幅","半年最低股價(元)","現距半年低點漲幅","1年最高股價(元)","現距1年高點跌幅","1年最低股價(元)","現距1年低點漲幅"
="2254","巨鎧精密-創","90.1","90.2","88.7","-1.8","-1.96","05/02","94.9","-5.06","78.2","+15.2","108","-16.6","75","+20.1","","","",""
="2258","鴻華先進-創","43.2","43.7","42.6","+0.5","+1.17","05/02","47.4","-8.86","39.6","+9.09","","","","","","","",""
="2301","光寶科","99.1","100.5","97.2","-0.9","-0.9","05/02","126","-21.3","94.1","+5.31","126","-21.3","94.1","+5.31","174.5","-43.2","74.6","+32.8"
="2302","麗正","17.4","17.4","17.2","+0.2","+1.16","05/02","20.7","-15.9","16.3","+6.75","20.7","-15.9","16.3","+6.75","22","-20.9","16.3","+6.75"
="2303","聯電","50.3","50.9","50","-0.4","-0.79","05/02","54.3","-7.37","47.85","+5.12","54.8","-8.21","47.55","+5.78","54.8","-8.21","42.4","+18.6"
="2305","全友","22.25","22.45","22.05","+0.15","+0.68","05/02","30.5","-27","21.5","+3.49","30.5","-27","21.35","+4.22","30.5","-27","19.65","+13.2"
="2308","台達電","309.5","313.5","305","-11","-3.43","05/02","365","-15.2","282","+9.75","365","-15.2","276.5","+11.9","388.5","-20.3","276.5","+11.9"
="2312","金寶","14.6","14.7","14.55","-0.05","-0.34","05/02","16.6","-12","14.15","+3.18","16.95","-13.9","14.15","+3.18","19.15","-23.8","12.65","+15.4"
="2313","華通","77.9","77.9","76.4","+0.7","+0.91","05/02","85.7","-9.1","69.5","+12.1","85.7","-9.1","53.5","+45.6","85.7","-9.1","41.6","+87.3"
="2314","台揚","31.25","31.6","31.25","-0.65","-2.04","05/02","35.5","-12","29.9","+4.52","43","-27.3","29.9","+4.52","50","-37.5","29.9","+4.52"
="2316","楠梓電","48.35","50.7","46.8","-0.85","-1.73","05/02","50.7","-4.64","34.25","+41.2","50.7","-4.64","34.25","+41.2","50.7","-4.64","27.1","+78.4"
="2317","鴻海","154","155","152","-2","-1.28","05/02","161.5","-4.64","100.5","+53.2","161.5","-4.64","95.2","+61.8","161.5","-4.64","94","+63.8"
="2321","東訊","17.45","18.05","17.4","0","0","05/02","19","-8.16","14.1","+23.8","19","-8.16","13.85","+26","22.85","-23.6","13.85","+26"
="2323","中環","13.5","13.75","13.35","0","0","05/02","14.35","-5.92","10.5","+28.6","14.35","-5.92","10.5","+28.6","15.55","-13.2","7.7","+75.3"
="2324","仁寶","35.05","35.5","34.85","-0.75","-2.09","05/02","40.35","-13.1","34.2","+2.49","40.85","-14.2","28.85","+21.5","40.85","-14.2","24","+46"
="2327","國巨","625","630","620","0","0","05/02","638","-2.04","538","+16.2","638","-2.04","538","+16.2","638","-2.04","441","+41.7"
="2328","廣宇","34.55","34.8","34.2","+0.25","+0.73","05/02","38.65","-10.6","30.25","+14.2","38.65","-10.6","30.25","+14.2","45.8","-24.6","30.25","+14.2"
="2329","華泰","62.8","63.5","61.5","-1.3","-2.03","05/02","88.4","-29","58.2","+7.9","88.4","-29","43.7","+43.7","88.4","-29","18.55","+239"
="2330","台積電","772","789","772","-18","-2.28","05/02","826","-6.54","628","+22.9","826","-6.54","545","+41.7","826","-6.54","494.5","+56.1"
="2331","精英","30.55","30.8","30.3","-0.15","-0.49","05/02","32.7","-6.57","29.05","+5.16","34.3","-10.9","26.15","+16.8","41.45","-26.3","24.25","+26"
="2332","友訊","18","18","17.7","+0.1","+0.56","05/02","20","-10","17","+5.88","20.65","-12.8","17","+5.88","26.9","-33.1","17","+5.88"
="2337","旺宏","26.7","27.25","26.3","-0.9","-3.26","05/02","29.3","-8.87","25.1","+6.37","32.6","-18.1","25.1","+6.37","35.55","-24.9","25.1","+6.37"
="2338","光罩","67.8","68.2","67.1","+0.3","+0.44","05/02","73.2","-7.38","63.1","+7.45","78","-13.1","63.1","+7.45","85","-20.2","63.1","+7.45"
="2340","台亞","38.85","39","38.65","+0.05","+0.13","05/02","45.3","-14.2","36.65","+6","50.4","-22.9","36.65","+6","58.3","-33.4","33.7","+15.3"
="2342","茂矽","30.95","31.05","30.2","+0.05","+0.16","05/02","36.9","-16.1","29","+6.72","36.9","-16.1","29","+6.72","42.95","-27.9","29","+6.72"
="2344","華邦電","25.9","26","25.7","-0.1","-0.38","05/02","28.7","-9.76","24.55","+5.5","31.8","-18.6","24.55","+5.5","31.8","-18.6","23.25","+11.4"
="2345","智邦","469","478","452","+7.5","+1.63","05/02","580","-19.1","383","+22.5","580","-19.1","383","+22.5","580","-19.1","279.5","+67.8"
="2347","聯強","81.5","81.5","78.9","+1.7","+2.13","05/02","81.5","0","71","+14.8","81.5","0","64.9","+25.6","81.5","0","55.6","+46.6"
="2348","海悅","196","201","193.5","+1","+0.51","05/02","208","-5.77","94.3","+108","208","-5.77","82.1","+139","208","-5.77","63","+211"
"2348A","海悅甲特","33.4","33.4","33.35","0","0","05/02","34.2","-2.34","32.35","+3.25","34.2","-2.34","32.35","+3.25","36","-7.22","32.35","+3.25"
="2349","錸德","7.68","7.76","7.61","+0.05","+0.66","05/02","8.13","-5.54","7.2","+6.67","8.84","-13.1","7.2","+6.67","10.2","-24.7","7.2","+6.67"
="2351","順德","108","109","105.5","+2.5","+2.37","05/02","109","-0.92","92.2","+17.1","125.5","-13.9","92.2","+17.1","139","-22.3","92.2","+17.1"
="2352","佳世達","41.4","42.05","41.15","0","0","05/02","49.95","-17.1","39.7","+4.28","49.95","-17.1","39.7","+4.28","64.8","-36.1","33.9","+22.1"
="2353","宏碁","44.65","45.05","44.3","-0.5","-1.11","05/02","51","-12.5","42.35","+5.43","56.3","-20.7","33.1","+34.9","56.3","-20.7","28.05","+59.2"
="2354","鴻準","60.7","61.3","60.4","-0.9","-1.46","05/02","68.7","-11.6","48.8","+24.4","68.7","-11.6","48.8","+24.4","68.7","-11.6","48.8","+24.4"
="2355","敬鵬","40.95","41.3","40.8","-0.35","-0.85","05/02","53.8","-23.9","39.5","+3.67","58","-29.4","35.25","+16.2","58","-29.4","29.75","+37.6"
="2356","英業達","52.5","53.1","51.8","-0.6","-1.13","05/02","61.8","-15","50.7","+3.55","61.8","-15","40.5","+29.6","73.5","-28.6","29.1","+80.4"
="2357","華碩","427.5","432","426.5","-2.5","-0.58","05/02","488","-12.4","401","+6.61","502","-14.8","349.5","+22.3","502","-14.8","280.5","+52.4"
="2359","所羅門","98","103","96.7","-4","-3.92","05/02","119","-17.6","35.2","+178","119","-17.6","34.55","+184","119","-17.6","30","+227"
="2360","致茂","252.5","261","247","-14","-5.25","05/02","292","-13.5","197","+28.2","292","-13.5","191.5","+31.9","305","-17.2","183","+38"
="2362","藍天","41.9","43.15","41.8","-0.35","-0.83","05/02","44.9","-6.68","37","+13.2","48.85","-14.2","31.4","+33.4","48.85","-14.2","30.4","+37.8"
="2363","矽統","58.1","63","58","-3.7","-5.99","05/02","76","-23.6","37.4","+55.3","76","-23.6","37.4","+55.3","76","-23.6","16.6","+250"
="2364","倫飛","84","85.2","83.5","-0.2","-0.24","05/02","108.5","-22.6","80.7","+4.09","146","-42.5","80.7","+4.09","160.5","-47.7","76.2","+10.2"
="2365","昆盈","19.2","19.3","18.7","+0.05","+0.26","05/02","25.95","-26","16.6","+15.7","25.95","-26","11.4","+68.4","25.95","-26","10.3","+86.4"
="2367","燿華","26.3","26.45","25.45","+0.1","+0.38","05/02","29.45","-10.7","18.4","+42.9","29.45","-10.7","18.15","+44.9","29.45","-10.7","15.8","+66.5"
="2368","金像電","196.5","198","192","-0.5","-0.25","05/02","284","-30.8","181.5","+8.26","284","-30.8","181.5","+8.26","284","-30.8","91.5","+115"
="2369","菱生","22.35","22.35","22.05","0","0","05/02","30.75","-27.3","21.15","+5.67","30.75","-27.3","19.9","+12.3","30.75","-27.3","13.45","+66.2"
="2371","大同","65.6","68","65.6","+0.2","+0.31","05/02","72.5","-9.52","43.6","+50.5","72.5","-9.52","35.65","+84","72.5","-9.52","33.1","+98.2"
="2373","震旦行","73.6","73.6","73","+0.5","+0.68","05/02","75","-1.87","72.2","+1.94","76.1","-3.29","72.2","+1.94","82.3","-10.6","72","+2.22"
="2374","佳能","40.8","40.9","39.75","+0.25","+0.62","05/02","45.65","-10.6","23.7","+72.2","45.65","-10.6","22.5","+81.3","45.65","-10.6","19.45","+110"
="2375","凱美","63.3","63.6","62.6","0","0","05/02","67.6","-6.36","59.3","+6.75","78.5","-19.4","59.3","+6.75","78.5","-19.4","57","+11.1"
="2376","技嘉","288.5","293","285","-10.5","-3.51","05/02","394.5","-26.9","280.5","+2.85","394.5","-26.9","213","+35.4","394.5","-26.9","131","+120"
="2377","微星","159","161","158","-0.5","-0.31","05/02","198.5","-19.9","152","+4.61","208.5","-23.7","152","+4.61","216.5","-26.6","142","+12"
="2379","瑞昱","511","517","506","-7","-1.35","05/02","620","-17.6","458","+11.6","620","-17.6","404","+26.5","620","-17.6","359","+42.3"
="2380","虹光","6.85","6.96","6.76","+0.02","+0.29","05/02","7.8","-12.2","6.3","+8.73","9.8","-30.1","6.19","+10.7","11.8","-41.9","6.19","+10.7"
="2382","廣達","261","263","251","+1","+0.38","05/02","299","-12.7","228","+14.5","299","-12.7","192.5","+35.6","299","-12.7","88.5","+195"
="2383","台光電","421.5","434","417.5","+9.5","+2.31","05/02","550","-23.4","350.5","+20.3","550","-23.4","350.5","+20.3","550","-23.4","160.5","+163"
="2385","群光","207","207.5","201","+4.5","+2.22","05/02","267","-22.5","158.5","+30.6","267","-22.5","122","+69.7","267","-22.5","93.5","+121"
="2387","精元","62.4","62.7","61.9","+0.7","+1.13","05/02","66.7","-6.45","55.9","+11.6","66.7","-6.45","49.25","+26.7","66.7","-6.45","39.65","+57.4"
="2388","威盛","127.5","129","126","-0.5","-0.39","05/02","151","-15.6","118","+8.05","182.5","-30.1","118","+8.05","182.5","-30.1","70.6","+80.6"
="2390","云辰","13.35","13.35","13.15","+0.15","+1.14","05/02","15.75","-15.2","12.5","+6.8","17.8","-25","12.5","+6.8","17.8","-25","11.6","+15.1"
="2392","正崴","46.7","46.95","46.15","+0.1","+0.21","05/02","49.45","-5.56","42.5","+9.88","51.8","-9.85","38.7","+20.7","51.8","-9.85","38","+22.9"
="2393","億光","63.4","64.2","62.8","+0.3","+0.48","05/02","64.2","-1.25","47.6","+33.2","64.2","-1.25","44.9","+41.2","64.2","-1.25","39.85","+59.1"
="2395","研華","357.5","372","357.5","-22.5","-5.92","05/02","432","-17.2","352","+1.56","432","-17.2","329.5","+8.5","432","-17.2","321.5","+11.2"
="2397","友通","67.5","67.5","66.6","+0.8","+1.2","05/02","68.9","-2.03","63.7","+5.97","68.9","-2.03","62","+8.87","86.1","-21.6","62","+8.87"
="2399","映泰","20.3","20.45","20.05","-0.15","-0.73","05/02","28","-27.5","20","+1.5","28","-27.5","20","+1.5","28.6","-29","14.6","+39"
="2401","凌陽","28.6","30.3","28.2","-2.45","-7.89","05/02","34.25","-16.5","26.7","+7.12","37.85","-24.4","26.7","+7.12","37.85","-24.4","22.9","+24.9"
="2402","毅嘉","33.5","34.1","33.35","+0.3","+0.9","05/02","37","-9.46","31.65","+5.85","38.8","-13.7","31.65","+5.85","48.6","-31.1","27.1","+23.6"
="2404","漢唐","390.5","398","388","-4.5","-1.14","05/02","448.5","-12.9","273","+43","448.5","-12.9","240.5","+62.4","448.5","-12.9","205","+90.5"
="2405","輔信","17.95","18.1","17.65","+0.05","+0.28","05/02","22.1","-18.8","16.9","+6.21","22.1","-18.8","15.1","+18.9","22.1","-18.8","11.8","+52.1"
="2406","國碩","21.2","21.25","20.75","+0.25","+1.19","05/02","22","-3.64","16","+32.5","22","-3.64","15.5","+36.8","22","-3.64","14.25","+48.8"
="2408","南亞科","66.6","66.8","65.7","+0.5","+0.76","05/02","72.3","-7.88","60.6","+9.9","80.3","-17.1","60.6","+9.9","80.3","-17.1","60.6","+9.9"
="2409","友達","17.9","18.2","17.5","-0.4","-2.19","05/02","19.35","-7.49","16.7","+7.19","19.75","-9.37","15.7","+14","21.65","-17.3","14.95","+19.7"
="2412","中華電","124","125","123.5","0","0","05/02","127","-2.36","119.5","+3.77","127","-2.36","116.5","+6.44","128","-3.12","114","+8.77"
="2413","環科","24.65","24.75","24.5","0","0","05/02","30.6","-19.4","24","+2.71","31.75","-22.4","24","+2.71","38.1","-35.3","23.5","+4.89"
="2414","精技","36.4","36.4","36.25","+0.1","+0.28","05/02","37","-1.62","33.3","+9.31","37","-1.62","32.45","+12.2","37.35","-2.54","32.05","+13.6"
="2415","錩新","29.8","29.85","29.3","+0.25","+0.85","05/02","32.15","-7.31","27.7","+7.58","32.15","-7.31","26.5","+12.5","37.8","-21.2","23","+29.6"
="2417","圓剛","36.65","36.9","36.2","-0.05","-0.14","05/02","55.6","-34.1","32.6","+12.4","55.6","-34.1","31.1","+17.8","55.6","-34.1","19.8","+85.1"
="2419","仲琦","30.35","30.35","29.85","+0.05","+0.17","05/02","34.75","-12.7","28.55","+6.3","40.7","-25.4","28.55","+6.3","56.5","-46.3","25.5","+19"
="2420","新巨","55.1","55.2","54.1","+1","+1.85","05/02","56.2","-1.96","47.4","+16.2","56.2","-1.96","45.8","+20.3","56.2","-1.96","44.1","+24.9"
="2421","建準","112.5","113.5","110","0","0","05/02","142","-20.8","108","+4.17","142","-20.8","90.3","+24.6","156.5","-28.1","52.8","+113"
="2423","固緯","46.75","47.5","46.1","-0.8","-1.68","05/02","48.5","-3.61","37.4","+25","48.5","-3.61","34.85","+34.1","48.5","-3.61","32.45","+44.1"
="2424","隴華","28.35","28.35","28.1","-0.15","-0.53","05/02","33","-14.1","28","+1.25","36.85","-23.1","28","+1.25","56.9","-50.2","26.55","+6.78"
="2425","承啟","37.35","37.7","37.15","-0.35","-0.93","05/02","51","-26.8","37.05","+0.81","53.1","-29.7","37.05","+0.81","62","-39.8","27.75","+34.6"
="2426","鼎元","17.6","17.65","17.4","+0.1","+0.57","05/02","20.7","-15","16.85","+4.45","20.7","-15","16.85","+4.45","21.6","-18.5","16.85","+4.45"
="2427","三商電","28.55","29.3","28.55","-0.8","-2.73","05/02","31.9","-10.5","22.9","+24.7","31.9","-10.5","22.9","+24.7","34.45","-17.1","13.75","+108"
="2428","興勤","157","158.5","155.5","-0.5","-0.32","05/02","181","-13.3","151","+3.97","181","-13.3","139.5","+12.5","182.5","-14","136","+15.4"
="2429","銘旺科","19.35","19.7","19.1","+0.25","+1.31","05/02","22.9","-15.5","18.8","+2.93","22.9","-15.5","17.75","+9.01","22.9","-15.5","15.7","+23.2"
="2430","燦坤","36.75","37","36.7","-0.2","-0.54","05/02","41","-10.4","35.2","+4.4","41","-10.4","35.2","+4.4","44.3","-17","35.2","+4.4"
="2431","聯昌","12.25","12.3","12.05","+0.15","+1.24","05/02","15.55","-21.2","12.05","+1.66","15.55","-21.2","10.7","+14.5","15.55","-21.2","10.3","+18.9"
="2432","倚天酷碁-創","40.55","40.7","40.4","+0.55","+1.38","05/02","41.9","-3.22","37.5","+8.13","50.1","-19.1","37.5","+8.13","67.1","-39.6","28.6","+41.8"
="2433","互盛電","53.3","53.3","53.3","0","0","05/02","53.6","-0.56","51.5","+3.5","53.6","-0.56","50.5","+5.54","54.4","-2.02","49.8","+7.03"
="2434","統懋","32.4","32.95","32.4","0","0","05/02","35.6","-8.99","30.75","+5.37","37.7","-14.1","30.75","+5.37","40.75","-20.5","29.1","+11.3"
="2436","偉詮電","61.5","62","61.3","-0.3","-0.49","05/02","71.4","-13.9","57.7","+6.59","79.7","-22.8","57.7","+6.59","81.5","-24.5","46.05","+33.6"
="2438","翔耀","21.45","21.5","20","+1.05","+5.15","05/02","26.15","-18","18.7","+14.7","26.15","-18","18.7","+14.7","26.15","-18","18.7","+14.7"
="2439","美律","121.5","122","120","+0.5","+0.41","05/02","130","-6.54","101","+20.3","130","-6.54","91.3","+33.1","130","-6.54","83.5","+45.5"
="2440","太空梭","15.95","16.1","15.4","+0.25","+1.59","05/02","16.95","-5.9","12.85","+24.1","16.95","-5.9","12.15","+31.3","16.95","-5.9","11.15","+43"
="2441","超豐","61.4","61.4","60.6","+0.4","+0.66","05/02","67.1","-8.49","58.5","+4.96","67.1","-8.49","55.9","+9.84","67.1","-8.49","52.8","+16.3"
="2442","新美齊","32.25","32.7","31","+1","+3.2","05/02","33.35","-3.3","25.3","+27.5","33.35","-3.3","19.2","+68","33.35","-3.3","15.7","+105"
="2444","兆勁","11.25","11.4","11.2","0","0","05/02","13.15","-14.4","10.75","+4.65","14.35","-21.6","10.75","+4.65","16.45","-31.6","10","+12.5"
="2449","京元電子","94.9","95","93.3","-0.9","-0.94","05/02","123","-22.8","81.3","+16.7","123","-22.8","75","+26.5","123","-22.8","45.15","+110"
="2450","神腦","39.2","39.25","39","+0.2","+0.51","05/02","39.9","-1.75","37.75","+3.84","40.8","-3.92","36.1","+8.59","40.8","-3.92","34.05","+15.1"
="2451","創見","94.3","95","92.7","+0.6","+0.64","05/02","95.4","-1.15","77.4","+21.8","95.4","-1.15","74.8","+26.1","95.4","-1.15","69.6","+35.5"
="2453","凌群","58.9","59.2","58.2","-0.1","-0.17","05/02","67","-12.1","52.5","+12.2","67","-12.1","49.9","+18","79","-25.4","45.9","+28.3"
="2454","聯發科","1000","1020","982","+8","+0.81","05/02","1275","-21.6","926","+7.99","1275","-21.6","864","+15.7","1275","-21.6","652","+53.4"
="2455","全新","148.5","153.5","147","-6","-3.88","05/02","190","-21.8","133","+11.7","190","-21.8","121.5","+22.2","190","-21.8","91.2","+62.8"
="2457","飛宏","52.8","53.1","52.3","-0.7","-1.31","05/02","63.2","-16.5","50","+5.6","65.9","-19.9","50","+5.6","87","-39.3","50","+5.6"
="2458","義隆","165.5","167","161.5","+1","+0.61","05/02","173.5","-4.61","145.5","+13.7","173.5","-4.61","135","+22.6","173.5","-4.61","91.3","+81.3"
="2459","敦吉","73.3","73.5","71.2","+1.8","+2.52","05/02","73.5","-0.27","63.7","+15.1","73.5","-0.27","57","+28.6","73.5","-0.27","55.3","+32.5"
="2460","建通","31.25","31.25","30.6","+0.15","+0.48","05/02","42.45","-26.4","29.7","+5.22","42.45","-26.4","24.9","+25.5","42.45","-26.4","19.35","+61.5"
="2461","光群雷","25.85","26.15","25.65","-0.05","-0.19","05/02","26.5","-2.45","22.3","+15.9","26.5","-2.45","22.3","+15.9","29.45","-12.2","21.2","+21.9"
="2462","良得電","33","33.15","32.7","-0.25","-0.75","05/02","41.2","-19.9","32.25","+2.33","42.7","-22.7","32.25","+2.33","44.25","-25.4","29.3","+12.6"
="2464","盟立","47.8","49.5","47.7","-0.85","-1.75","05/02","58.5","-18.3","35.7","+33.9","58.5","-18.3","35.4","+35","58.5","-18.3","35.4","+35"
="2465","麗臺","124","125.5","121","-7.5","-5.7","05/02","173","-28.3","80","+55","173","-28.3","51.6","+140","173","-28.3","33.2","+273"
="2466","冠西電","36.8","36.8","35.95","+0.35","+0.96","05/02","38.35","-4.04","35.3","+4.25","41","-10.2","35.05","+4.99","43.75","-15.9","34.65","+6.2"
="2467","志聖","131","133","129","-3","-2.24","05/02","149","-12.1","83.6","+56.7","149","-12.1","44.6","+194","149","-12.1","43.65","+200"
="2468","華經","26.6","26.7","26.35","0","0","05/02","32.3","-17.6","26","+2.31","34.5","-22.9","26","+2.31","44","-39.5","24.65","+7.91"
="2471","資通","56.8","57.2","55.8","0","0","05/02","64.5","-11.9","52.7","+7.78","64.5","-11.9","51.2","+10.9","69.2","-17.9","48","+18.3"
="2472","立隆電","75.8","76.3","74.9","+0.3","+0.4","05/02","76.7","-1.17","66","+14.8","76.7","-1.17","56.8","+33.5","76.7","-1.17","53.3","+42.2"
="2474","可成","219","221","217","+1","+0.46","05/02","225.5","-2.88","191.5","+14.4","225.5","-2.88","182","+20.3","225.5","-2.88","165.5","+32.3"
="2476","鉅祥","74.6","74.9","73.6","+0.4","+0.54","05/02","85","-12.2","68.4","+9.06","85","-12.2","53","+40.8","85","-12.2","44.5","+67.6"
="2477","美隆電","21","21","20.8","+0.15","+0.72","05/02","22.65","-7.28","19.1","+9.95","24.4","-13.9","18.95","+10.8","24.4","-13.9","18.7","+12.3"
="2478","大毅","46.95","47.2","46.7","+0.1","+0.21","05/02","48.35","-2.9","45.25","+3.76","51.2","-8.3","45.15","+3.99","51.2","-8.3","44","+6.7"
="2480","敦陽科","127","129","127","-2.5","-1.93","05/02","133","-4.51","120","+5.83","133","-4.51","115","+10.4","133","-4.51","105.5","+20.4"
="2481","強茂","55.8","56.8","55.7","-0.9","-1.59","05/02","64.2","-13.1","52.8","+5.68","73.5","-24.1","52.8","+5.68","85","-34.4","52.8","+5.68"
="2482","連宇","29.2","29.4","28.95","-0.2","-0.68","05/02","38.9","-24.9","28","+4.29","45.5","-35.8","28","+4.29","79.8","-63.4","28","+4.29"
="2483","百容","23.45","23.45","23.35","+0.05","+0.21","05/02","25","-6.2","22.6","+3.76","25.2","-6.94","22.6","+3.76","29.4","-20.2","22.6","+3.76"
="2484","希華","32.3","32.4","32.15","+0.05","+0.16","05/02","37.4","-13.6","31.35","+3.03","37.4","-13.6","30.4","+6.25","37.4","-13.6","29.2","+10.6"
="2485","兆赫","20.05","20.1","19.85","0","0","05/02","24.5","-18.2","19","+5.53","24.5","-18.2","19","+5.53","31.3","-35.9","18.1","+10.8"
="2486","一詮","71.5","74.6","71.5","-2","-2.72","05/02","77.8","-8.1","47.65","+50.1","77.8","-8.1","41.75","+71.3","77.8","-8.1","27.1","+164"
="2488","漢平","47.6","47.8","46.85","+0.5","+1.06","05/02","49.2","-3.25","39.4","+20.8","49.2","-3.25","38.8","+22.7","49.2","-3.25","30.45","+56.3"
="2489","瑞軒","15.1","15.2","15.05","-0.15","-0.98","05/02","17.4","-13.2","12.85","+17.5","17.4","-13.2","11.35","+33","17.4","-13.2","11.25","+34.2"
="2491","吉祥全","14.4","14.5","14.4","-0.2","-1.37","05/02","16.55","-13","13.7","+5.11","16.55","-13","13.05","+10.3","18.3","-21.3","11.5","+25.2"
="2492","華新科","112.5","112.5","110.5","+1","+0.9","05/02","126","-10.7","102","+10.3","143.5","-21.6","102","+10.3","143.5","-21.6","89.3","+26"
="2493","揚博","99.5","99.5","98.3","+0.6","+0.61","05/02","111","-10.4","83.8","+18.7","111","-10.4","70.4","+41.3","111","-10.4","53","+87.7"
="2495","普安","21.2","21.3","21","-0.2","-0.93","05/02","25.65","-17.3","20","+6","25.65","-17.3","19.2","+10.4","26.75","-20.7","18.05","+17.5"
="2496","卓越","70.1","70.5","69.8","+0.4","+0.57","05/02","79","-11.3","59.5","+17.8","79","-11.3","54.5","+28.6","79","-11.3","49","+43.1"
